fighter_SIG.STR._round_1,fighter_SIG.STR._round_2,fighter_SIG.STR._round_3,fighter_SIG.STR._round_4,fighter_SIG.STR._round_5,fighter_SIG.STR._round_6,fighter_SIG.STR._round_7,fighter_SIG.STR._round_8,fighter_SIG.STR._round_9,fighter_SIG.STR._round_10,fighter_SIG.STR._round_11,fighter_SIG.STR._round_12,fighter_SIG.STR._round_13,fighter_SIG.STR._round_14,fighter_SIG.STR._round_15,opponent_SIG.STR._round_1,opponent_SIG.STR._round_2,opponent_SIG.STR._round_3,opponent_SIG.STR._round_4,opponent_SIG.STR._round_5,opponent_SIG.STR._round_6,opponent_SIG.STR._round_7,opponent_SIG.STR._round_8,opponent_SIG.STR._round_9,opponent_SIG.STR._round_10,opponent_SIG.STR._round_11,opponent_SIG.STR._round_12,opponent_SIG.STR._round_13,opponent_SIG.STR._round_14,opponent_SIG.STR._round_15,fighter_SIG.STR. %_round_1,fighter_SIG.STR. %_round_2,fighter_SIG.STR. %_round_3,fighter_SIG.STR. %_round_4,fighter_SIG.STR. %_round_5,fighter_SIG.STR. %_round_6,fighter_SIG.STR. %_round_7,fighter_SIG.STR. %_round_8,fighter_SIG.STR. %_round_9,fighter_SIG.STR. %_round_10,fighter_SIG.STR. %_round_11,fighter_SIG.STR. %_round_12,fighter_SIG.STR. %_round_13,fighter_SIG.STR. %_round_14,fighter_SIG.STR. %_round_15,opponent_SIG.STR. %_round_1,opponent_SIG.STR. %_round_2,opponent_SIG.STR. %_round_3,opponent_SIG.STR. %_round_4,opponent_SIG.STR. %_round_5,opponent_SIG.STR. %_round_6,opponent_SIG.STR. %_round_7,opponent_SIG.STR. %_round_8,opponent_SIG.STR. %_round_9,opponent_SIG.STR. %_round_10,opponent_SIG.STR. %_round_11,opponent_SIG.STR. %_round_12,opponent_SIG.STR. %_round_13,opponent_SIG.STR. %_round_14,opponent_SIG.STR. %_round_15,target
28.0,10.0,17.0,18.0,38.0,8.0,24.0,57.0,38.0,17.0,31.0,28.0,25.0,6.0,17.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.5,0.23,0.2,0.43,0.46,0.29,0.41,0.55,0.5,0.6,0.77,0.36,0.32,0.42,0.94,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,22.0
5.0,8.0,15.0,26.0,15.0,18.0,18.0,25.0,9.0,5.0,63.0,27.0,31.0,24.0,17.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.2,0.23,0.4,0.5,0.33,0.33,0.32,0.4,0.64,0.62,0.66,0.42,0.64,0.66,0.45,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,26.0
71.0,19.0,1.0,23.0,20.0,11.0,35.0,15.0,19.0,3.0,25.0,13.0,11.0,17.0,8.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.4,0.31,0.25,0.41,0.41,0.45,0.39,0.44,0.55,0.5,0.56,0.46,0.42,0.31,0.66,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,73.0
39.0,15.0,21.0,19.0,7.0,3.0,5.0,25.0,13.0,11.0,23.0,17.0,5.0,8.0,6.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.37,0.44,0.39,0.55,0.16,0.5,0.35,0.56,0.46,0.42,0.39,0.31,0.23,0.66,0.75,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,6.0
7.0,12.0,3.0,5.0,5.0,25.0,13.0,11.0,23.0,3.0,17.0,5.0,8.0,6.0,3.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.16,0.41,0.5,0.35,0.35,0.56,0.46,0.42,0.39,0.16,0.31,0.23,0.66,0.75,0.75,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,14.0
7.0,12.0,3.0,5.0,5.0,25.0,13.0,11.0,23.0,3.0,17.0,5.0,8.0,6.0,3.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.16,0.41,0.5,0.35,0.35,0.56,0.46,0.42,0.39,0.16,0.31,0.23,0.66,0.75,0.75,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,11.0
21.0,15.0,9.0,11.0,2.0,10.0,14.0,17.0,17.0,19.0,14.0,6.0,14.0,6.0,7.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.47,0.55,0.3,0.39,0.28,0.32,0.41,0.34,0.42,0.52,0.63,0.3,0.51,0.54,0.7,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,5.0
19.0,28.0,23.0,33.0,54.0,40.0,40.0,29.0,32.0,22.0,16.0,18.0,14.0,10.0,13.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.33,0.46,0.36,0.45,0.56,0.44,0.42,0.36,0.61,0.42,0.35,0.64,0.63,0.66,0.81,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,31.0
16.0,20.0,19.0,26.0,11.0,21.0,7.0,6.0,11.0,6.0,1.0,9.0,19.0,13.0,5.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.47,0.58,0.59,0.44,0.44,0.5,0.21,0.3,0.52,0.4,0.16,0.21,0.39,0.27,0.33,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,14.0
2.0,21.0,3.0,29.0,20.0,16.0,7.0,26.0,20.0,21.0,5.0,12.0,6.0,30.0,22.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.66,0.58,0.25,0.44,0.44,0.39,0.14,0.47,0.33,0.52,0.23,0.52,0.37,0.49,0.3,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,2.0
5.0,16.0,9.0,28.0,10.0,18.0,26.0,28.0,8.0,7.0,4.0,7.0,7.0,10.0,1.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.23,0.41,0.31,0.57,0.55,0.39,0.74,0.56,0.66,0.38,0.26,0.7,0.38,0.55,0.06,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,17.0
28.0,8.0,5.0,7.0,8.0,4.0,12.0,7.0,7.0,7.0,23.0,10.0,15.0,1.0,6.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.56,0.66,0.38,0.38,0.42,0.26,0.5,0.7,0.33,0.38,0.63,0.55,0.53,0.06,0.31,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,28.0
7.0,8.0,4.0,12.0,6.0,7.0,7.0,9.0,7.0,23.0,10.0,15.0,25.0,1.0,6.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.38,0.42,0.26,0.5,0.85,0.7,0.33,0.37,0.38,0.63,0.55,0.53,0.56,0.06,0.31,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,11.0
7.0,8.0,4.0,12.0,6.0,7.0,7.0,9.0,7.0,23.0,10.0,15.0,25.0,1.0,6.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.38,0.42,0.26,0.5,0.85,0.7,0.33,0.37,0.38,0.63,0.55,0.53,0.56,0.06,0.31,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,20.0
14.0,34.0,34.0,28.0,33.0,5.0,19.0,27.0,43.0,21.0,9.0,18.0,27.0,15.0,21.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.51,0.58,0.48,0.37,0.5,0.83,0.37,0.65,0.49,0.65,0.31,0.36,0.31,0.31,0.6,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,34.0
34.0,26.0,28.0,33.0,5.0,19.0,27.0,43.0,21.0,9.0,18.0,27.0,15.0,11.0,21.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.48,0.57,0.37,0.5,0.83,0.37,0.65,0.49,0.65,0.31,0.36,0.31,0.31,0.57,0.6,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,6.0
26.0,46.0,28.0,33.0,5.0,19.0,27.0,43.0,21.0,9.0,18.0,27.0,15.0,11.0,21.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.57,0.6,0.37,0.5,0.83,0.37,0.65,0.49,0.65,0.31,0.36,0.31,0.31,0.57,0.6,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,24.0
5.0,10.0,1.0,28.0,24.0,8.0,7.0,15.0,2.0,29.0,8.0,26.0,14.0,7.0,13.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.83,0.32,0.16,0.37,0.29,0.27,0.46,0.38,0.1,0.46,0.38,0.44,0.33,0.33,0.36,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,28.0
34.0,15.0,13.0,2.0,9.0,29.0,29.0,8.0,26.0,14.0,23.0,7.0,7.0,13.0,15.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.37,0.38,0.26,0.1,0.19,0.46,0.37,0.38,0.44,0.33,0.35,0.33,0.29,0.36,0.41,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,22.0
16.0,29.0,29.0,32.0,8.0,26.0,14.0,23.0,35.0,7.0,7.0,13.0,13.0,15.0,7.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.57,0.46,0.37,0.44,0.38,0.44,0.33,0.35,0.54,0.33,0.29,0.52,0.36,0.41,0.5,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,47.0
29.0,29.0,32.0,36.0,8.0,26.0,14.0,23.0,35.0,7.0,7.0,13.0,13.0,15.0,7.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.46,0.37,0.44,0.57,0.38,0.44,0.33,0.35,0.54,0.33,0.29,0.52,0.36,0.41,0.5,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,62.0
11.0,24.0,6.0,19.0,5.0,13.0,21.0,13.0,15.0,6.0,15.0,15.0,32.0,6.0,14.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.25,0.64,0.24,0.35,0.22,0.36,0.23,0.24,0.57,0.19,0.4,0.37,0.37,0.37,0.7,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,17.0
21.0,17.0,13.0,26.0,15.0,4.0,6.0,15.0,15.0,14.0,15.0,32.0,20.0,6.0,14.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.23,0.44,0.24,0.41,0.57,0.16,0.19,0.4,0.4,0.28,0.37,0.37,0.32,0.37,0.7,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,20.0
24.0,20.0,22.0,2.0,9.0,13.0,5.0,14.0,12.0,11.0,15.0,3.0,3.0,10.0,4.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.7,0.38,0.39,0.4,0.9,0.5,0.38,0.4,0.6,0.73,0.51,0.6,0.37,0.43,0.66,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,6.0
32.0,23.0,0.0,25.0,22.0,18.0,14.0,15.0,25.0,6.0,25.0,20.0,9.0,25.0,4.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.41,0.45,0.0,0.31,0.47,0.3,0.26,0.29,0.35,0.46,0.37,0.54,0.33,0.36,0.22,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,45.0
18.0,15.0,14.0,3.0,15.0,21.0,25.0,25.0,6.0,25.0,20.0,9.0,9.0,25.0,4.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.3,0.42,0.26,0.75,0.29,0.27,0.35,0.28,0.46,0.37,0.54,0.5,0.33,0.36,0.22,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,26.0
25.0,9.0,9.0,18.0,22.0,5.0,2.0,9.0,2.0,2.0,6.0,7.0,18.0,31.0,5.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.32,0.24,0.28,0.46,0.37,0.2,0.5,0.5,1.0,1.0,0.37,0.29,0.69,0.56,0.5,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,25.0
5.0,1.0,14.0,6.0,20.0,22.0,9.0,1.0,12.0,0.0,6.0,2.0,3.0,9.0,3.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.62,1.0,0.26,0.24,0.44,0.59,0.47,0.25,0.42,0.0,0.35,0.5,0.5,0.69,1.0,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,7.0
11.0,9.0,13.0,1.0,0.0,12.0,15.0,0.0,6.0,2.0,3.0,22.0,9.0,6.0,3.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.68,0.47,0.68,0.25,0.0,0.42,0.39,0.0,0.35,0.5,0.5,0.51,0.69,0.75,1.0,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,12.0
1.0,0.0,2.0,12.0,15.0,3.0,0.0,6.0,2.0,3.0,22.0,5.0,9.0,6.0,3.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.25,0.0,0.16,0.42,0.39,0.27,0.0,0.35,0.5,0.5,0.51,0.5,0.69,0.75,1.0,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,4.0
0.0,2.0,2.0,12.0,15.0,3.0,0.0,6.0,2.0,3.0,22.0,5.0,9.0,6.0,3.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.0,0.16,0.25,0.42,0.39,0.27,0.0,0.35,0.5,0.5,0.51,0.5,0.69,0.75,1.0,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,7.0
15.0,24.0,4.0,17.0,13.0,11.0,21.0,0.0,21.0,14.0,12.0,31.0,10.0,1.0,10.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.27,0.57,0.57,0.6,0.32,0.34,0.55,,0.51,0.32,0.37,0.53,0.26,0.2,0.34,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,1.0
11.0,18.0,21.0,0.0,21.0,14.0,18.0,12.0,6.0,31.0,10.0,12.0,1.0,10.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.34,0.38,0.55,,0.51,0.32,0.6,0.37,0.26,0.53,0.26,0.35,0.2,0.34,0.2,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,4.0
2.0,2.0,7.0,14.0,21.0,9.0,5.0,7.0,39.0,5.0,6.0,9.0,1.0,28.0,8.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,1.0,0.4,0.41,0.46,0.95,0.42,0.2,0.38,0.7,0.31,0.66,0.75,0.2,0.58,0.5,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,9.0
24.0,9.0,5.0,4.0,7.0,39.0,5.0,7.0,6.0,9.0,12.0,1.0,8.0,28.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.42,0.42,0.2,0.33,0.38,0.7,0.31,0.53,0.66,0.75,0.52,0.2,0.27,0.58,0.5,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,7.0
4.0,7.0,39.0,5.0,7.0,18.0,6.0,9.0,12.0,11.0,1.0,8.0,7.0,28.0,8.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.33,0.38,0.7,0.31,0.53,0.78,0.66,0.75,0.52,0.52,0.2,0.27,0.53,0.58,0.5,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,1.0
4.0,7.0,39.0,5.0,7.0,18.0,6.0,9.0,12.0,11.0,1.0,8.0,7.0,28.0,8.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.33,0.38,0.7,0.31,0.53,0.78,0.66,0.75,0.52,0.52,0.2,0.27,0.53,0.58,0.5,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,1.0
11.0,15.0,18.0,22.0,17.0,26.0,23.0,16.0,23.0,13.0,14.0,8.0,12.0,10.0,20.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.42,0.39,0.29,0.62,0.51,0.86,0.63,0.76,0.38,0.43,0.7,0.61,0.7,1.0,0.68,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,21.0
17.0,26.0,33.0,23.0,16.0,22.0,23.0,13.0,20.0,14.0,8.0,12.0,10.0,20.0,17.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.51,0.86,0.75,0.63,0.76,0.81,0.38,0.43,0.4,0.7,0.61,0.7,1.0,0.68,0.8,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,14.0
17.0,26.0,33.0,23.0,16.0,22.0,23.0,13.0,20.0,14.0,8.0,12.0,10.0,20.0,17.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.51,0.86,0.75,0.63,0.76,0.81,0.38,0.43,0.4,0.7,0.61,0.7,1.0,0.68,0.8,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,22.0
21.0,22.0,16.0,9.0,21.0,6.0,13.0,26.0,35.0,29.0,16.0,23.0,7.0,7.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.48,0.37,0.51,0.6,0.63,1.0,0.37,0.53,0.53,0.72,0.55,0.4,0.22,0.28,0.34,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,47.0
21.0,14.0,20.0,5.0,32.0,20.0,11.0,23.0,14.0,13.0,11.0,22.0,14.0,30.0,31.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.5,0.45,0.39,0.5,0.45,0.68,0.55,0.52,0.35,0.28,0.61,0.46,0.46,0.38,0.62,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,16.0
11.0,23.0,17.0,14.0,16.0,13.0,20.0,11.0,22.0,4.0,14.0,11.0,30.0,26.0,31.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.55,0.52,0.77,0.35,0.44,0.28,0.37,0.61,0.46,0.5,0.46,0.34,0.38,0.38,0.62,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,24.0
24.0,16.0,26.0,34.0,20.0,11.0,16.0,18.0,8.0,11.0,32.0,33.0,18.0,8.0,25.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.47,0.64,0.46,0.56,0.64,0.73,0.41,0.56,0.57,0.25,0.5,0.53,0.28,0.47,0.46,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,4.0
33.0,18.0,14.0,8.0,11.0,25.0,32.0,39.0,33.0,15.0,18.0,14.0,8.0,25.0,24.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.52,0.56,0.53,0.57,0.25,0.32,0.5,0.67,0.53,0.45,0.28,0.66,0.47,0.46,0.51,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,28.0
8.0,11.0,25.0,27.0,32.0,39.0,35.0,33.0,15.0,18.0,14.0,8.0,25.0,24.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.57,0.25,0.32,0.4,0.5,0.67,0.7,0.53,0.45,0.28,0.66,0.47,0.46,0.51,0.46,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,16.0
8.0,11.0,25.0,27.0,32.0,39.0,35.0,33.0,15.0,18.0,14.0,8.0,25.0,24.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.57,0.25,0.32,0.4,0.5,0.67,0.7,0.53,0.45,0.28,0.66,0.47,0.46,0.51,0.46,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,27.0
5.0,2.0,8.0,11.0,6.0,5.0,14.0,8.0,6.0,13.0,10.0,11.0,22.0,17.0,15.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.22,0.25,0.72,0.47,0.33,0.41,0.77,0.72,0.24,0.86,0.38,0.47,0.64,0.62,0.68,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,13.0
8.0,14.0,4.0,8.0,6.0,12.0,13.0,10.0,11.0,11.0,3.0,22.0,17.0,18.0,15.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.5,0.77,0.18,0.72,0.24,0.34,0.86,0.38,0.37,0.47,0.5,0.64,0.62,0.75,0.68,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,12.0
8.0,6.0,12.0,9.0,13.0,10.0,11.0,5.0,11.0,3.0,22.0,17.0,18.0,25.0,15.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.72,0.24,0.34,0.2,0.86,0.38,0.37,0.19,0.47,0.5,0.64,0.62,0.75,0.58,0.68,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,3.0
8.0,6.0,12.0,9.0,13.0,10.0,11.0,5.0,11.0,3.0,22.0,17.0,18.0,25.0,15.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.72,0.24,0.34,0.2,0.86,0.38,0.37,0.19,0.47,0.5,0.64,0.62,0.75,0.58,0.68,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,1.0
15.0,18.0,15.0,9.0,28.0,19.0,25.0,16.0,10.0,24.0,22.0,2.0,31.0,32.0,43.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.37,0.33,0.23,0.34,0.59,0.31,0.46,0.64,0.4,0.48,0.42,0.66,0.41,0.49,0.58,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,5.0
25.0,22.0,24.0,12.0,18.0,35.0,9.0,4.0,20.0,20.0,20.0,9.0,15.0,21.0,20.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.42,0.31,0.36,0.32,0.78,0.43,0.39,0.14,0.38,0.35,0.32,0.18,0.33,0.41,0.47,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,11.0
