fighter_SIG.STR._round_1,fighter_SIG.STR._round_2,fighter_SIG.STR._round_3,fighter_SIG.STR._round_4,fighter_SIG.STR._round_5,fighter_SIG.STR._round_6,fighter_SIG.STR._round_7,fighter_SIG.STR._round_8,fighter_SIG.STR._round_9,fighter_SIG.STR._round_10,fighter_SIG.STR._round_11,fighter_SIG.STR._round_12,fighter_SIG.STR._round_13,fighter_SIG.STR._round_14,fighter_SIG.STR._round_15,opponent_SIG.STR._round_1,opponent_SIG.STR._round_2,opponent_SIG.STR._round_3,opponent_SIG.STR._round_4,opponent_SIG.STR._round_5,opponent_SIG.STR._round_6,opponent_SIG.STR._round_7,opponent_SIG.STR._round_8,opponent_SIG.STR._round_9,opponent_SIG.STR._round_10,opponent_SIG.STR._round_11,opponent_SIG.STR._round_12,opponent_SIG.STR._round_13,opponent_SIG.STR._round_14,opponent_SIG.STR._round_15,fighter_SIG.STR. %_round_1,fighter_SIG.STR. %_round_2,fighter_SIG.STR. %_round_3,fighter_SIG.STR. %_round_4,fighter_SIG.STR. %_round_5,fighter_SIG.STR. %_round_6,fighter_SIG.STR. %_round_7,fighter_SIG.STR. %_round_8,fighter_SIG.STR. %_round_9,fighter_SIG.STR. %_round_10,fighter_SIG.STR. %_round_11,fighter_SIG.STR. %_round_12,fighter_SIG.STR. %_round_13,fighter_SIG.STR. %_round_14,fighter_SIG.STR. %_round_15,opponent_SIG.STR. %_round_1,opponent_SIG.STR. %_round_2,opponent_SIG.STR. %_round_3,opponent_SIG.STR. %_round_4,opponent_SIG.STR. %_round_5,opponent_SIG.STR. %_round_6,opponent_SIG.STR. %_round_7,opponent_SIG.STR. %_round_8,opponent_SIG.STR. %_round_9,opponent_SIG.STR. %_round_10,opponent_SIG.STR. %_round_11,opponent_SIG.STR. %_round_12,opponent_SIG.STR. %_round_13,opponent_SIG.STR. %_round_14,opponent_SIG.STR. %_round_15,target
34.0,30.0,20.0,25.0,1.0,25.0,17.0,7.0,14.0,4.0,15.0,19.0,64.0,13.0,25.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.33,0.53,0.24,0.42,0.14,0.39,0.19,0.5,0.2,0.44,0.53,0.35,0.42,0.39,0.31,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,5.0
5.0,14.0,20.0,4.0,2.0,15.0,11.0,19.0,11.0,64.0,16.0,13.0,7.0,25.0,17.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.83,0.2,0.26,0.44,0.25,0.53,0.55,0.35,0.33,0.42,0.44,0.39,0.77,0.31,0.26,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,18.0
4.0,15.0,11.0,4.0,19.0,11.0,26.0,64.0,16.0,13.0,7.0,27.0,25.0,17.0,23.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.57,0.53,0.55,0.66,0.35,0.33,0.45,0.42,0.44,0.39,0.77,0.39,0.31,0.26,0.35,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,5.0
4.0,15.0,11.0,4.0,19.0,11.0,26.0,64.0,16.0,13.0,7.0,27.0,25.0,17.0,23.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.57,0.53,0.55,0.66,0.35,0.33,0.45,0.42,0.44,0.39,0.77,0.39,0.31,0.26,0.35,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,24.0
17.0,4.0,24.0,22.0,4.0,9.0,12.0,13.0,6.0,17.0,10.0,28.0,32.0,7.0,7.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.25,0.57,0.35,0.33,0.1,0.28,0.3,0.34,0.1,0.32,0.21,0.28,0.32,0.31,0.3,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,50.0
13.0,17.0,6.0,17.0,37.0,10.0,1.0,28.0,24.0,32.0,29.0,7.0,11.0,7.0,0.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.34,0.24,0.1,0.32,0.43,0.21,0.14,0.28,0.25,0.32,0.31,0.31,0.52,0.3,0.0,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,16.0
4.0,7.0,30.0,18.0,9.0,28.0,6.0,12.0,9.0,23.0,14.0,20.0,2.0,9.0,25.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.57,0.46,0.5,0.6,0.52,0.58,0.75,1.0,0.52,0.42,0.42,0.35,0.4,0.47,0.32,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,28.0
7.0,28.0,30.0,18.0,9.0,28.0,6.0,12.0,9.0,23.0,14.0,20.0,2.0,9.0,25.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.46,0.5,0.5,0.6,0.52,0.58,0.75,1.0,0.52,0.42,0.42,0.35,0.4,0.47,0.32,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,11.0
22.0,30.0,31.0,15.0,12.0,24.0,5.0,46.0,29.0,19.0,19.0,23.0,11.0,13.0,9.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.56,0.46,0.79,0.37,0.44,0.35,0.11,0.76,0.42,0.4,0.47,0.48,0.26,0.32,0.25,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,21.0
48.0,29.0,27.0,19.0,11.0,19.0,44.0,23.0,57.0,11.0,42.0,13.0,16.0,9.0,26.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.62,0.42,0.42,0.4,0.52,0.47,0.44,0.48,0.7,0.26,0.65,0.32,0.34,0.25,0.33,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,38.0
40.0,19.0,44.0,47.0,23.0,57.0,46.0,11.0,42.0,13.0,16.0,9.0,9.0,26.0,11.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.52,0.47,0.44,0.55,0.48,0.7,0.6,0.26,0.65,0.32,0.34,0.23,0.25,0.33,0.2,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,40.0
19.0,44.0,47.0,53.0,23.0,57.0,46.0,11.0,42.0,13.0,16.0,9.0,9.0,26.0,11.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.47,0.44,0.55,0.49,0.48,0.7,0.6,0.26,0.65,0.32,0.34,0.23,0.25,0.33,0.2,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,46.0
7.0,7.0,13.0,21.0,18.0,6.0,15.0,10.0,8.0,15.0,11.0,13.0,12.0,14.0,10.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.29,0.38,0.65,0.51,0.46,0.46,0.38,0.37,0.28,0.44,0.47,0.48,0.42,0.6,0.41,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,20.0
23.0,11.0,21.0,27.0,22.0,29.0,10.0,16.0,14.0,24.0,13.0,16.0,11.0,4.0,4.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.45,0.57,0.35,0.39,0.32,0.3,0.58,0.34,0.16,0.28,0.43,0.66,0.61,0.57,0.57,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,17.0
37.0,18.0,59.0,13.0,25.0,7.0,8.0,1.0,7.0,43.0,19.0,11.0,30.0,11.0,16.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.52,0.41,0.51,0.54,0.53,0.16,0.32,0.08,0.53,0.7,0.7,0.5,0.42,0.36,0.34,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,56.0
1.0,2.0,7.0,43.0,39.0,19.0,40.0,11.0,4.0,30.0,36.0,11.0,9.0,16.0,22.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.08,0.25,0.53,0.7,0.75,0.7,0.64,0.5,0.4,0.42,0.56,0.36,0.45,0.34,0.25,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,1.0
2.0,8.0,11.0,11.0,17.0,5.0,2.0,3.0,8.0,10.0,14.0,3.0,13.0,9.0,16.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.5,0.26,0.44,0.44,0.77,0.41,0.5,0.75,0.61,0.55,0.51,0.27,0.29,0.21,0.45,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,9.0
25.0,14.0,14.0,46.0,16.0,30.0,22.0,17.0,3.0,3.0,8.0,13.0,6.0,17.0,13.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.56,0.53,0.41,0.76,0.66,0.44,0.42,0.48,0.08,0.07,0.61,0.52,0.6,0.34,0.25,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,21.0
46.0,16.0,30.0,22.0,24.0,17.0,3.0,3.0,8.0,8.0,13.0,45.0,6.0,17.0,13.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.76,0.66,0.44,0.42,0.35,0.48,0.08,0.07,0.32,0.61,0.52,0.44,0.6,0.34,0.25,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,2.0
22.0,24.0,25.0,17.0,3.0,3.0,8.0,3.0,8.0,13.0,45.0,8.0,6.0,17.0,13.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.42,0.35,0.43,0.48,0.08,0.07,0.32,0.17,0.61,0.52,0.44,0.53,0.6,0.34,0.25,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,17.0
35.0,43.0,52.0,12.0,14.0,5.0,1.0,49.0,40.0,12.0,36.0,14.0,10.0,13.0,31.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.56,0.45,0.5,0.41,0.36,0.29,0.33,0.44,0.54,0.7,0.37,0.48,0.45,0.52,0.47,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,2.0
16.0,40.0,13.0,12.0,3.0,36.0,7.0,14.0,28.0,10.0,27.0,13.0,5.0,31.0,26.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.61,0.54,0.48,0.7,0.5,0.37,0.46,0.48,0.51,0.45,0.62,0.52,0.29,0.47,0.47,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,39.0
26.0,19.0,3.0,4.0,9.0,11.0,21.0,15.0,0.0,7.0,22.0,40.0,50.0,12.0,14.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.38,0.59,0.17,0.19,0.26,0.55,0.47,0.71,0.0,0.41,0.61,0.55,0.68,0.52,0.37,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,12.0
19.0,3.0,4.0,9.0,12.0,11.0,21.0,15.0,0.0,7.0,22.0,40.0,50.0,12.0,14.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.59,0.17,0.19,0.26,0.41,0.55,0.47,0.71,0.0,0.41,0.61,0.55,0.68,0.52,0.37,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,5.0
6.0,20.0,9.0,7.0,12.0,2.0,10.0,7.0,2.0,14.0,19.0,13.0,9.0,13.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.17,0.45,0.64,0.5,0.4,0.33,0.41,0.36,0.12,0.31,0.32,0.65,0.47,0.65,0.88,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,9.0
0.0,9.0,12.0,2.0,18.0,21.0,16.0,31.0,10.0,7.0,7.0,19.0,17.0,14.0,11.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,,0.75,0.26,0.4,0.42,0.38,0.43,0.52,0.43,0.77,0.5,0.31,0.45,0.28,0.25,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,20.0
17.0,30.0,7.0,1.0,55.0,1.0,6.0,6.0,17.0,11.0,14.0,26.0,2.0,3.0,10.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.35,0.75,0.7,0.16,0.63,0.25,0.42,0.6,0.85,0.61,0.58,0.4,0.4,0.23,0.28,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,2.0
6.0,6.0,6.0,17.0,13.0,11.0,15.0,14.0,26.0,10.0,2.0,3.0,3.0,10.0,19.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.42,0.6,0.6,0.85,0.92,0.61,0.62,0.58,0.4,0.41,0.4,0.21,0.23,0.28,0.47,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,39.0
6.0,38.0,12.0,25.0,21.0,25.0,16.0,11.0,14.0,19.0,18.0,36.0,14.0,21.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.4,0.61,0.41,0.58,0.67,0.45,0.51,0.27,0.36,0.48,0.58,0.94,0.46,0.53,0.32,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,14.0
13.0,8.0,36.0,7.0,13.0,15.0,13.0,12.0,17.0,48.0,9.0,30.0,0.0,16.0,12.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.18,0.33,0.47,0.24,0.43,0.34,0.3,0.38,0.36,0.71,0.32,0.47,0.0,0.32,0.22,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,25.0
19.0,12.0,9.0,1.0,22.0,3.0,7.0,0.0,20.0,22.0,1.0,8.0,2.0,5.0,12.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.54,0.38,0.42,1.0,0.52,0.37,0.58,0.0,0.62,0.61,0.25,0.4,0.18,0.2,0.27,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,6.0
10.0,11.0,5.0,6.0,14.0,11.0,14.0,5.0,10.0,21.0,30.0,17.0,26.0,26.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.22,0.5,0.5,0.26,0.38,0.27,0.66,0.15,0.21,0.32,0.46,0.33,0.24,0.24,0.2,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,41.0
9.0,11.0,14.0,8.0,5.0,10.0,13.0,21.0,30.0,17.0,26.0,37.0,26.0,8.0,8.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.17,0.27,0.66,0.44,0.15,0.21,0.3,0.32,0.46,0.33,0.24,0.3,0.24,0.2,0.16,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,27.0
11.0,14.0,8.0,5.0,10.0,13.0,21.0,30.0,17.0,26.0,37.0,27.0,26.0,8.0,8.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.27,0.66,0.44,0.15,0.21,0.3,0.32,0.46,0.33,0.24,0.3,0.38,0.24,0.2,0.16,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,25.0
9.0,6.0,7.0,31.0,17.0,4.0,20.0,14.0,2.0,16.0,6.0,12.0,17.0,16.0,14.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.56,0.27,0.58,0.46,0.8,0.5,0.3,0.42,0.33,0.45,0.42,0.25,0.26,0.5,0.73,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,25.0
9.0,6.0,13.0,1.0,6.0,15.0,4.0,6.0,8.0,1.0,8.0,15.0,21.0,13.0,12.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.47,0.6,0.76,0.14,0.33,0.24,0.14,0.42,0.61,1.0,0.4,0.42,0.42,0.61,0.5,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,9.0
13.0,1.0,6.0,4.0,15.0,4.0,1.0,6.0,8.0,1.0,8.0,15.0,21.0,13.0,12.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.76,0.14,0.33,0.19,0.24,0.14,0.12,0.42,0.61,1.0,0.4,0.42,0.42,0.61,0.5,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,7.0
1.0,6.0,4.0,15.0,4.0,1.0,0.0,6.0,8.0,1.0,8.0,15.0,21.0,13.0,12.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.14,0.33,0.19,0.24,0.14,0.12,0.0,0.42,0.61,1.0,0.4,0.42,0.42,0.61,0.5,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,5.0
8.0,26.0,13.0,13.0,17.0,27.0,31.0,31.0,21.0,16.0,7.0,17.0,14.0,29.0,15.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.53,0.44,0.36,0.38,0.5,0.4,0.49,0.52,0.46,0.66,0.43,0.32,0.28,0.35,0.31,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,2.0
18.0,18.0,20.0,33.0,35.0,27.0,34.0,14.0,19.0,32.0,25.0,12.0,2.0,4.0,20.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.38,0.47,0.52,0.45,0.36,0.49,0.52,0.37,0.39,0.46,0.35,0.27,0.2,0.44,0.43,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,15.0
46.0,7.0,19.0,29.0,9.0,19.0,18.0,5.0,17.0,14.0,10.0,8.0,13.0,13.0,3.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.34,0.5,0.63,0.39,0.4,0.39,0.46,0.31,0.62,0.43,0.47,0.47,0.44,0.48,0.15,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,30.0
18.0,17.0,5.0,17.0,14.0,21.0,10.0,2.0,8.0,13.0,3.0,13.0,18.0,3.0,0.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.46,0.32,0.31,0.62,0.43,0.5,0.47,0.33,0.47,0.44,0.3,0.48,0.78,0.15,0.0,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,13.0
17.0,14.0,21.0,21.0,10.0,2.0,8.0,13.0,3.0,3.0,13.0,18.0,13.0,3.0,0.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.62,0.43,0.5,0.72,0.47,0.33,0.47,0.44,0.3,0.27,0.48,0.78,0.59,0.15,0.0,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,18.0
17.0,14.0,21.0,21.0,10.0,2.0,8.0,13.0,3.0,3.0,13.0,18.0,13.0,3.0,0.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.62,0.43,0.5,0.72,0.47,0.33,0.47,0.44,0.3,0.27,0.48,0.78,0.59,0.15,0.0,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,11.0
17.0,11.0,28.0,11.0,20.0,16.0,2.0,11.0,10.0,13.0,40.0,10.0,10.0,18.0,22.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.58,0.78,0.8,0.29,0.39,0.61,0.25,0.42,0.21,0.35,0.62,0.52,0.52,0.38,0.7,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,6.0
10.0,5.0,19.0,20.0,0.0,12.0,12.0,21.0,14.0,30.0,10.0,19.0,15.0,29.0,8.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.33,0.21,0.32,0.39,0.0,0.63,0.27,0.25,0.25,0.38,0.62,0.47,0.24,0.46,0.5,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,15.0
21.0,38.0,14.0,17.0,30.0,43.0,10.0,3.0,19.0,5.0,15.0,39.0,29.0,19.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.25,0.52,0.25,0.44,0.38,0.46,0.62,1.0,0.47,0.5,0.24,0.51,0.46,0.35,0.5,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,17.0
30.0,43.0,20.0,10.0,3.0,19.0,5.0,25.0,15.0,39.0,31.0,29.0,19.0,32.0,8.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.38,0.46,0.38,0.62,1.0,0.47,0.5,0.34,0.24,0.51,0.51,0.46,0.35,0.51,0.5,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,9.0
30.0,43.0,20.0,10.0,3.0,19.0,5.0,25.0,15.0,39.0,31.0,29.0,19.0,32.0,8.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.38,0.46,0.38,0.62,1.0,0.47,0.5,0.34,0.24,0.51,0.51,0.46,0.35,0.51,0.5,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,20.0
9.0,26.0,16.0,15.0,23.0,25.0,35.0,6.0,19.0,26.0,23.0,33.0,15.0,27.0,10.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.45,0.38,0.39,0.3,0.41,0.36,0.5,0.28,0.55,0.46,0.42,0.64,0.75,0.5,0.71,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,8.0
6.0,9.0,19.0,26.0,5.0,23.0,23.0,33.0,34.0,15.0,14.0,27.0,16.0,10.0,17.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.28,0.34,0.55,0.46,0.62,0.42,0.41,0.64,0.57,0.75,0.31,0.5,0.57,0.71,0.56,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,23.0
3.0,7.0,8.0,10.0,13.0,14.0,8.0,22.0,18.0,26.0,4.0,28.0,18.0,9.0,8.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.6,0.46,0.8,0.29,0.5,0.6,0.34,0.88,0.33,0.53,0.23,0.46,0.36,0.33,0.72,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,12.0
22.0,10.0,18.0,12.0,26.0,10.0,4.0,28.0,31.0,18.0,4.0,9.0,3.0,8.0,28.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.88,0.52,0.33,0.57,0.53,0.4,0.23,0.46,0.32,0.36,0.36,0.33,0.23,0.72,0.51,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,32.0
